Primacy Agency,PWS ID,PWS Name,Population Served,City Name,Compliance Period Begin Date,Compliance Period End Date
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Apr-2023,30-Jun-2023
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jul-2013,30-Sep-2013
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jan-2013,31-Mar-2013
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Oct-2013,31-Dec-2013
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jan-2014,31-Mar-2014
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Oct-2012,31-Dec-2012
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Oct-2017,31-Dec-2017
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jul-2012,30-Sep-2012
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Apr-2014,30-Jun-2014
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jul-2014,30-Sep-2014
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Jul-2020,30-Sep-2020
Montana,MT0003932,HIDDEN LAKE COLONY,80,CUT BANK,01-Oct-2016,31-Dec-2016
Montana,MT0003958,NORTHWEST INDIAN BIBLE SCHOOL,100,ALBERTON,01-Jan-1999,31-Dec-2001
Montana,MT0003986,CRYSTAL SPRINGS WATER SYSTEM,225,BILLINGS,01-Jan-1999,31-Dec-2001
Montana,MT0003990,DAVIS MEADOW VILLAGE,180,EAST HELENA,01-Jan-1999,31-Dec-2001
Montana,MT0003990,DAVIS MEADOW VILLAGE,180,EAST HELENA,01-Jan-2008,31-Dec-2010
Montana,MT0003990,DAVIS MEADOW VILLAGE,180,EAST HELENA,01-Jan-2008,31-Dec-2010
Montana,MT0004021,MAGNOLIA ESTATES,140,MISSOULA,01-Jan-2002,31-Dec-2004
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Oct-2010,31-Dec-2010
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Apr-2010,30-Jun-2010
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Jan-2011,31-Mar-2011
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Jul-2011,30-Sep-2011
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Jul-2010,01-Sep-2010
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Apr-2011,30-Jun-2011
Montana,MT0004060,ROCKY MOUNTAIN TWIST,195,RONAN,01-Oct-2011,31-Dec-2011
Montana,MT0004074,"BONNIE'S PLACE, INC.",60,MISSOULA,01-Jan-2014,31-Dec-2016
Montana,MT0004074,"BONNIE'S PLACE, INC.",60,MISSOULA,01-Jan-2008,31-Dec-2010
Montana,MT0004110,HI  HEAT INDUSTRIES INC,75,LEWISTOWN,01-Jan-2008,31-Dec-2010
Montana,MT0004110,HI  HEAT INDUSTRIES INC,75,LEWISTOWN,01-Jan-2014,31-Dec-2016
Montana,MT0004144,APPLEGATE VILLAGE,85,HELENA,01-Jan-2011,31-Dec-2013
Montana,MT0004164,FLATHEAD RIVER RV RESORT,84,POLSON,01-Jan-1999,31-Dec-2001
Montana,MT0004187,GOLDEN ESTATES HOMEOWNERS ASSOCIATION,400,EAST HELENA,01-Jan-1999,31-Dec-2001
Montana,MT0004190,HOLMBERG VILLAGE ESTATES,225,EAST HELENA,01-Jan-2011,31-Dec-2013
Montana,MT0004209,LEDGEWOOD ESTATES,35,BIGFORK,01-Jan-1999,31-Dec-2001
Montana,MT0004220,WOOD RIDGE HOA,70,BIGFORK,01-Oct-2008,31-Dec-2008
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2012,31-Dec-2012
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2017,30-Jun-2017
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2015,30-Jun-2015
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2015,31-Mar-2015
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2017,30-Sep-2017
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2019,31-Mar-2019
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2015,30-Sep-2015
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2014,30-Jun-2014
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2014,30-Sep-2014
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2016,31-Mar-2016
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2016,30-Jun-2016
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2018,30-Jun-2018
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2016,30-Sep-2016
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Apr-2019,30-Jun-2019
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2018,31-Mar-2018
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2014,31-Dec-2014
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2013,30-Sep-2013
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2019,31-Dec-2019
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2018,30-Sep-2018
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2016,31-Dec-2016
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2015,31-Dec-2015
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2018,31-Dec-2018
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2017,31-Dec-2017
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jul-2019,30-Sep-2019
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2017,31-Mar-2017
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Oct-2013,31-Dec-2013
Montana,MT0004249,CLARKS LOOKOUT,62,DILLON,01-Jan-2014,31-Mar-2014
Montana,MT0004261,BIG BEND RANCH SUBDIVISION,100,GREAT FALLS,01-Jan-2014,31-Dec-2016
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2008,31-Dec-2010
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2012,31-Mar-2012
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2016,30-Jun-2016
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2015,30-Sep-2015
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2014,31-Dec-2014
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2012,30-Sep-2012
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2013,31-Dec-2013
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2013,30-Sep-2013
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2017,30-Sep-2017
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2016,31-Mar-2016
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2016,31-Dec-2016
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2016,30-Sep-2016
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2017,31-Mar-2017
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2015,31-Mar-2015
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2012,30-Jun-2012
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2015,30-Jun-2015
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2012,31-Mar-2012
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2015,31-Dec-2015
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2017,30-Jun-2017
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2014,31-Mar-2014
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2013,30-Jun-2013
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2014,30-Sep-2014
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jan-2013,31-Mar-2013
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Jul-2011,30-Sep-2011
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2011,30-Jun-2011
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2011,31-Dec-2011
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Apr-2014,30-Jun-2014
Montana,MT0004288,BLUE CLOUD SUBDIVISION,60,HELENA,01-Oct-2012,31-Dec-2012
Montana,MT0004313,PIPKIN COMMERCIAL SUBDIVISION,50,BELGRADE,01-Jan-2008,31-Dec-2010
Montana,MT0004368,RYANS LOT,34,MISSOULA,01-Jan-2002,31-Dec-2004
Montana,MT0004370,KID CORRAL DAY CARE,60,SHEPHERD,01-Jan-2005,31-Dec-2007
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jul-2010,30-Sep-2010
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jul-2024,30-Sep-2024
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jan-2012,31-Mar-2012
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jan-2011,31-Mar-2011
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Oct-2011,31-Dec-2011
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jul-2012,30-Sep-2012
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Oct-2012,31-Dec-2012
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Apr-2011,30-Jun-2011
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jul-2011,30-Sep-2011
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jan-2012,31-Mar-2012
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Apr-2012,30-Jun-2012
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Oct-2010,31-Dec-2010
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jan-2020,31-Mar-2020
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jul-2019,30-Sep-2019
Montana,MT0004419,SPRING TREE RIDGE,80,GREAT FALLS,01-Jan-2010,31-Mar-2010
Montana,MT0004431,CHURCHILL NORTH SUBDIVISION,155,MANHATTAN,01-Jul-2022,30-Sep-2022
Montana,MT0004431,CHURCHILL NORTH SUBDIVISION,155,MANHATTAN,01-Apr-2013,30-Jun-2013
Montana,MT0004431,CHURCHILL NORTH SUBDIVISION,155,MANHATTAN,01-Jan-2009,31-Mar-2009
Montana,MT0004431,CHURCHILL NORTH SUBDIVISION,155,MANHATTAN,01-Oct-2008,31-Dec-2008
Montana,MT0004431,CHURCHILL NORTH SUBDIVISION,155,MANHATTAN,01-Apr-2022,30-Jun-2022
Montana,MT0004568,BRANCO COURT,37,MISSOULA,01-Jan-2008,31-Dec-2010
Montana,MT0004585,LAKESIDE VILLAGE ON HAUSER,55,HELENA,01-Jan-2020,31-Dec-2022
Montana,MT0004585,LAKESIDE VILLAGE ON HAUSER,55,HELENA,01-Jan-2005,31-Dec-2007
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Apr-2013,30-Jun-2013
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Jan-2012,31-Mar-2012
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Jul-2011,30-Sep-2011
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Apr-2012,30-Jun-2012
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Jul-2021,30-Sep-2021
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Apr-2021,30-Jun-2021
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Oct-2021,31-Dec-2021
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Jan-2021,31-Mar-2021
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Oct-2020,31-Dec-2020
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Jul-2012,30-Sep-2012
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Oct-2012,31-Dec-2012
Montana,MT0004697,BROADWATER ESTATES HOA,40,EAST HELENA,01-Oct-2011,31-Dec-2011
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jan-2015,31-Mar-2015
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jul-2014,30-Sep-2014
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,10-Oct-2014,31-Dec-2014
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Apr-2015,30-Jun-2015
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Apr-2013,30-Jun-2013
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jan-2012,31-Mar-2012
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Apr-2016,30-Jun-2016
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jul-2011,30-Sep-2011
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jan-2013,31-Mar-2013
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jan-2017,31-Mar-2017
Montana,MT0004727,CITY LIGHTS COMM SUBDI,55,EAST HELENA,01-Jan-2011,31-Mar-2011
Montana,MT0004770,SWAN RIDGE HOA,28,KALISPELL,01-Jan-2011,31-Dec-2013
Montana,MT0004829,BILLINGS PETERBILT,60,BILLINGS,01-Jan-2011,31-Dec-2013
Montana,MT0004920,SHEPHERD WATER STATION,100,BILLINGS,01-Jan-2014,31-Dec-2016
Montana,MT0062254,ANACONDA CCC,290,ANACONDA,01-Jan-2002,31-Dec-2004
Montana,MT0062254,ANACONDA CCC,290,ANACONDA,01-Jan-2004,31-Dec-2004
Montana,MT0062350,TROY RANGER STATION,282,TROY,01-Jan-2014,31-Dec-2016
Montana,MT0062578,NINE MILE RANGER STATION AND PA,70,MISSOULA,01-Jan-2011,31-Dec-2013
North Carolina,NC0100010,"BURNSVILLE, TOWN OF","4,069",BURNSVILLE,01-Jan-2010,31-Dec-2010
North Carolina,NC0100010,"BURNSVILLE, TOWN OF","4,069",BURNSVILLE,01-Jan-2003,31-Dec-2003
North Carolina,NC0100513,SUMMIT BUILDING SUPPLY,28,BURNSVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0102129,CEDAR WOOD ESTATES,109,DENVER,01-Apr-2006,30-Jun-2006
North Carolina,NC0102129,CEDAR WOOD ESTATES,109,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC0102129,CEDAR WOOD ESTATES,109,DENVER,01-Jan-2006,31-Mar-2006
North Carolina,NC0102129,CEDAR WOOD ESTATES,109,DENVER,01-Oct-2005,31-Dec-2005
North Carolina,NC0102129,CEDAR WOOD ESTATES,109,DENVER,01-Apr-2005,30-Jun-2005
North Carolina,NC0105102,BUFFALO MEADOWS S/D,120,PISGAH FOREST,01-Jan-2000,31-Dec-2002
North Carolina,NC0105406,ASHE COUNTY MIDDLE SCHOOL,520,JEFFERSON,01-Jan-2002,31-Dec-2004
North Carolina,NC0105406,ASHE COUNTY MIDDLE SCHOOL,520,JEFFERSON,01-Jan-2001,31-Dec-2003
North Carolina,NC0105500,DOT-SMETHPORT MAINT YARD,31,NORTH WILKESBORO,01-Jan-2005,31-Dec-2007
North Carolina,NC0111015,WOODFIN SANITARY WATER AND SEWER,"10,122",ASHEVILLE,01-Jan-2003,31-Dec-2003
North Carolina,NC0111020,"BLACK MOUNTAIN, TOWN OF","10,125",BLACK MOUNTAIN,01-Jan-2001,31-Dec-2003
North Carolina,NC0111020,"BLACK MOUNTAIN, TOWN OF","10,125",BLACK MOUNTAIN,01-Jan-2001,31-Dec-2003
North Carolina,NC0111020,"BLACK MOUNTAIN, TOWN OF","10,125",BLACK MOUNTAIN,01-Jan-2000,31-Dec-2002
North Carolina,NC0111020,"BLACK MOUNTAIN, TOWN OF","10,125",BLACK MOUNTAIN,01-Jan-2000,31-Dec-2002
North Carolina,NC0111104,YMCA-BLUE RIDGE ASSEMBLY,200,BLACK MOUNTAIN,01-Jan-2001,31-Dec-2003
North Carolina,NC0111130,JEWEL ACRES WATER SERVICE,90,ASHEVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0111134,AVALON ACRES MHP,65,WEAVERVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0111147,UNDER THE BLUE RIDGE,50,ASHEVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0111147,UNDER THE BLUE RIDGE,50,ASHEVILLE,01-Jan-2005,31-Dec-2007
North Carolina,NC0111148,SUNCREST MHP,65,SAN DIEGO,01-Jan-2000,31-Dec-2002
North Carolina,NC0111151,NORTHVIEW MHP,508,ASHEVILLE,01-Jan-2001,31-Dec-2003
North Carolina,NC0111151,NORTHVIEW MHP,508,ASHEVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0111156,EDEN GLENN MHP,147,BARNARDSVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0111162,KOA-ASHEVILLE WEST,75,CANDLER,01-Jan-2000,31-Dec-2002
North Carolina,NC0111460,OHIO ELECTRIC MOTORS,62,BARNARDSVILLE,01-Jan-2014,31-Dec-2016
North Carolina,NC0111498,CHRIST UNITED METHODIST CHURCH,143,WEAVERVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0113158,GREEN OAKS S/D,46,MT. PLEASANT,01-Jan-2014,31-Dec-2016
North Carolina,NC0113204,"RHA HEALTH SERVICES, LLC",363,CHARLOTTE,01-Jan-2003,31-Dec-2003
North Carolina,NC0113216,WHITEHURST MHP,688,CONCORD,01-Jan-2014,31-Dec-2016
North Carolina,NC0113217,STONES THROW MHP,180,CHARLOTTE,01-Jan-2001,31-Dec-2003
North Carolina,NC0113231,PARK CREEK S/D,203,DAVIDSON,01-Jan-2005,31-Dec-2007
North Carolina,NC0118015,"NEWTON, CITY OF","17,859",NEWTON,01-Jan-2023,31-Dec-2023
North Carolina,NC0118165,PINE HAVEN MHP,53,FORT MILL,01-Jan-2001,31-Dec-2003
North Carolina,NC0118187,WESTSIDE HILLS S/D,127,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC0118295,ROCK CREEK S/D,111,DENVER,01-Jan-2005,31-Dec-2007
North Carolina,NC0118304,SUNNY ACRES I,50,WAYNESVILLE,01-Jan-2020,31-Dec-2022
North Carolina,NC0118306,COUNTRY VALLEY II MHP,318,CLAREMONT,01-Jan-2020,31-Dec-2022
North Carolina,NC0118306,COUNTRY VALLEY II MHP,318,CLAREMONT,01-Jan-2002,31-Dec-2004
North Carolina,NC0118612,CROSS COUNTRY CAMPGROUND INC,627,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0120020,"ANDREWS, TOWN OF","3,284",ANDREWS,01-Jan-2003,31-Dec-2003
North Carolina,NC0120115,MURPHY MHP,51,ATLANTA,01-Jan-2008,31-Dec-2010
North Carolina,NC0120115,MURPHY MHP,51,ATLANTA,01-Jan-2000,31-Dec-2002
North Carolina,NC0120115,MURPHY MHP,51,ATLANTA,01-Jan-2001,31-Dec-2003
North Carolina,NC0120403,HIWASSEE DAM SCHOOL,300,MURHPY,01-Jan-2005,31-Dec-2007
North Carolina,NC0136025,"BESSEMER CITY, CITY OF","5,690",BESSEMER CITY,01-Jan-2002,31-Dec-2002
North Carolina,NC0136065,"DALLAS, TOWN OF","7,422",DALLAS,01-Jan-2010,31-Dec-2010
North Carolina,NC0136168,WILD WING S/D,89,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0136227,HOLLY FAYE MHP,60,PINEVILLE,01-Jan-2011,31-Dec-2013
North Carolina,NC0136383,D&M RENTALS/HENRY MOBILE COURT,58,CHARLOTTE,01-Jan-2020,31-Dec-2022
North Carolina,NC0136386,HICKORY CREEK/ STARRLAND W/S,528,DENVER,01-Jan-2000,31-Dec-2002
North Carolina,NC0136553,RAMSEY PRODUCTS INC,80,BELMONT,01-Jan-2014,31-Dec-2016
North Carolina,NC0136553,RAMSEY PRODUCTS INC,80,BELMONT,01-Jan-2000,31-Dec-2002
North Carolina,NC0138010,"ROBBINSVILLE, TOWN OF","2,916",ROBBINSVILLE,01-Jan-2003,31-Dec-2003
North Carolina,NC0138010,"ROBBINSVILLE, TOWN OF","2,916",ROBBINSVILLE,01-Jan-2004,31-Dec-2004
North Carolina,NC0138103,SANTEETLAH SHORES,58,CULLOWHEE,01-Jan-2000,31-Dec-2002
North Carolina,NC0138107,CROSS CREEK S/D,117,ROBBINSVILLE,01-Jan-2001,31-Dec-2003
North Carolina,NC0138107,CROSS CREEK S/D,117,ROBBINSVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0144113,"SPRINGDALE WATER AND SEWER, LLC",328,ASHEVILLE,01-Jan-2001,31-Dec-2003
North Carolina,NC0144127,SILVER BLUFF NURSING HOME,300,WILMINGTON,01-Jul-2003,30-Sep-2003
North Carolina,NC0144408,BETHEL BAPTIST CHURCH - OLD SANCTUARY,100,CANTON,01-Jan-2000,31-Dec-2002
North Carolina,NC0145149,FAIRFIELD APARTMENTS,56,MOUNTAIN HOME,01-Jan-2005,31-Dec-2007
North Carolina,NC0145594,UPWARD SEVENTH DAY ADVENTIST,100,FLAT ROCK,01-Jan-2001,31-Dec-2003
North Carolina,NC0149125,LINCOLN ESTATES,130,DENVER,01-Jan-2002,31-Dec-2004
North Carolina,NC0149188,PINNACLE SHORES S/D,437,CHARLOTTE,01-Jan-2002,31-Dec-2004
North Carolina,NC0149188,PINNACLE SHORES S/D,437,CHARLOTTE,01-Jan-2001,31-Dec-2003
North Carolina,NC0149484,SOUTHVIEW CHRISTIAN SCHOOL,150,STATESVILLE,01-Jan-2005,31-Dec-2007
North Carolina,NC0149511,BIG DADDY`S RESTAURANT,55,MOORESVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0149511,BIG DADDY`S RESTAURANT,55,MOORESVILLE,01-Jan-2002,31-Dec-2004
North Carolina,NC0150111,CAROLINA VILLAGE APARTMENTS,81,SYLVA,01-Jan-2002,31-Dec-2010
North Carolina,NC0150161,CEDAR CREEK WOODS,122,CASHIERS,01-Jan-2005,31-Dec-2007
North Carolina,NC0150169,BIG SHEEP CLIFF,160,ASHEVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0150179,CHATTOOGA CLUB,100,CASHIERS,01-Jan-2002,31-Dec-2004
North Carolina,NC0150179,CHATTOOGA CLUB,100,CASHIERS,01-Jan-2008,31-Dec-2010
North Carolina,NC0150192,RIVERSIDE APARTMENTS,89,SYLVA,01-Jan-2002,31-Dec-2004
North Carolina,NC0150193,TRILLIUM LINKS & VILLAGE,610,ASHEVILLE,01-Jan-2000,31-Dec-2002
North Carolina,NC0150515,LAUREL TERRACE,40,CULLOWHEE,01-Jan-2002,31-Dec-2004
North Carolina,NC0155580,NEW VISION MINISTRIES,275,LINCOLNTON,01-Jan-2002,31-Dec-2004
North Carolina,NC0156113,LAMPLIGHTER MHP,32,CANTON,01-Jan-2001,31-Dec-2003
North Carolina,NC0156113,LAMPLIGHTER MHP,32,CANTON,01-Jan-2005,31-Dec-2007
North Carolina,NC0156125,DEER PARK HEALTH & REHAB.,290,NEBO,01-Jan-2005,31-Dec-2007
North Carolina,NC0156132,MARION MOOSE LODGE,320,MARION,01-Jan-2005,31-Dec-2007
North Carolina,NC0156133,MARION MOOSE LODGE-MOUNTAIN,160,MARION,01-Jan-2005,31-Dec-2007
North Carolina,NC0156135,RIVERSIDE MHP,399,MARION,01-Jan-2005,31-Dec-2007
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Oct-2007,31-Dec-2007
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jul-2008,30-Sep-2008
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jan-2004,31-Mar-2004
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jul-2006,30-Sep-2006
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jan-2008,31-Mar-2008
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Apr-2006,30-Jun-2006
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Mar-2000,31-May-2000
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jul-2014,30-Sep-2014
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Apr-2008,30-Jun-2008
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jan-2014,31-Mar-2014
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Oct-2014,31-Dec-2014
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jan-2006,31-Mar-2006
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Apr-2014,30-Jun-2014
North Carolina,NC0156532,COLUMBIA CAROLINA DIVISION,300,OLD FORT,01-Jul-2007,30-Sep-2007
North Carolina,NC0157010,"FRANKLIN, TOWN OF","9,650",FRANKLIN,01-Jan-2003,31-Dec-2003
North Carolina,NC0157108,RIVERBEND ESTATES,323,CHARLOTTE,01-Jan-2002,31-Dec-2004
North Carolina,NC0157112,CAROLINA HIGHLANDS RETIRE PARK,45,FRANKLIN,01-Jan-2000,31-Dec-2002
North Carolina,NC0157117,KING MOUNTAIN CLUB WATER,150,HIGHLANDS,01-Jan-2006,31-Dec-2006
North Carolina,NC0157153,COWEE MOUNTAIN S/D,46,CULLOWHEE,01-Jan-2002,31-Dec-2004
North Carolina,NC0157154,SASSAFRAS GAP EMPLOYEE VILLAGE,107,CULLOWHEE,01-Jan-2002,31-Dec-2004
North Carolina,NC0157547,MOUNTAIN RETREAT & LEARNING CT,60,HIGHLANDS,01-Jan-2005,31-Dec-2007
North Carolina,NC0157547,MOUNTAIN RETREAT & LEARNING CT,60,HIGHLANDS,01-Jan-2000,31-Dec-2002
North Carolina,NC0158015,"MARSHALL, TOWN OF","1,402",MARSHALL,01-Jan-2008,31-Dec-2010
North Carolina,NC0158025,FAIRVIEW WATER ASSOC,59,HOT SPRINGS,01-Jan-2011,31-Dec-2013
