City Name,State,Population
WRIGHTSTOWN,New Jersey,250
TABERNACLE,New Jersey,190
NEW LISBON,New Jersey,2014
CHELISHURST,New Jersey,50
NEWTON,New Jersey,5000
WINSLOW TWP,New Jersey,100
BRADDOCK,New Jersey,39174
BRADDOCK,New Jersey,172
WINSLOW TWP,New Jersey,100
SICKLERVILLE,New Jersey,90
BERLIN,New Jersey,30
AVALON,New Jersey,39839
OCEANVIEW,New Jersey,120
CAPE MAY,New Jersey,89
RIO GRANDE,New Jersey,86
SWAINTON,New Jersey,57
CAPE MAY COURT HOUSE,New Jersey,90
CAPE MAY COURT HOUSE,New Jersey,300
MARMORA,New Jersey,93
OCEAN CITY,New Jersey,80
NEW YORK,New Jersey,450
PORT NORRIS,New Jersey,444
ROSENHAYN,New Jersey,409
VINELAND,New Jersey,255
NEWPORT,New Jersey,170
BRICK,New Jersey,207
LEESBURG,New Jersey,40
CEDARVILLE,New Jersey,250
SEABROOK,New Jersey,255
VINELAND,New Jersey,36250
EAST ORANGE,New Jersey,75000
SOUTH ORANGE,New Jersey,16964
VERONA,New Jersey,13641
DEPTFORD,New Jersey,30561
WAWA,New Jersey,3154
FRANKLINVILLE,New Jersey,74
MULLICA HILL,New Jersey,175
MULLICA,New Jersey,127
WILLIAMSTOWN,New Jersey,169
PITMAN,New Jersey,9545
NEWTON,New Jersey,2824
TURNERSVILLE,New Jersey,48000
SEWELL,New Jersey,88
FRENCHTOWN,New Jersey,1055
CLINTON,New Jersey,12500
ANNANDALE,New Jersey,103
ROSEMONT,New Jersey,256
TRENTON,New Jersey,43
RINGOES,New Jersey,504
HOPEWELL,New Jersey,553
RINGOES,New Jersey,32
FLEMINGTON,New Jersey,4581
QUAKERTOWN,New Jersey,371
CLINTON,New Jersey,200
HIGH BRIDGE,New Jersey,3300
FRENCHTOWN,New Jersey,499
HAMPTON,New Jersey,45
NORTH BERGEN,New Jersey,68
MILFORD BORO,New Jersey,1453
WHITEHOUSE,New Jersey,317
FLEMINGTON,New Jersey,27
WAYNE,New Jersey,200
FLEMINGTON,New Jersey,133
MARTINSVILLE,New Jersey,921
RINGOES,New Jersey,257
FLEMINGTON,New Jersey,79
CALIFON,New Jersey,73
FLEMINGTON,New Jersey,595
WHITEHOUSE STATION,New Jersey,87
LEBANON,New Jersey,155
SOMERVILLE,New Jersey,62
OLDWICK,New Jersey,500
HAMPTON,New Jersey,345
HAMPTON,New Jersey,666
HAMPTON,New Jersey,287
LAMBERTVILLE,New Jersey,45
LAMBERTVILLE,New Jersey,104
LAMBERTVILLE,New Jersey,350
HOPEWELL,New Jersey,2035
HOPEWELL,New Jersey,55
PENNINGTON,New Jersey,35
PENNINGTON,New Jersey,140
PENNINGTON,New Jersey,45
LAMBERTVILLE,New Jersey,125
TITUSVILLE,New Jersey,200
WESTLAKE VILLAGE,New Jersey,125
PENNINGTON,New Jersey,80
YARDLEY,New Jersey,230
CAMARILLO,New Jersey,76
PENNINGTON,New Jersey,44
PENNINGTON,New Jersey,34
HAMILTON,New Jersey,8655
PRINCETON,New Jersey,1025
PENNINGTON,New Jersey,565
CRANBURY,New Jersey,72
SAYREVILLE,New Jersey,43761
SPOTSWOOD,New Jersey,8300
COLTS NECK,New Jersey,2725
COLTS NECK,New Jersey,78
COLTS NECK,New Jersey,78
COLTS NECK,New Jersey,78
FREEHOLD,New Jersey,26
KEANSBURG,New Jersey,10105
MANALAPAN,New Jersey,800
MARLBORO,New Jersey,29480
ORANGE,New Jersey,500
BOONTON,New Jersey,9532
BUTLER,New Jersey,7630
CHESTER,New Jersey,100
CHESTER,New Jersey,200
EAST HANOVER TOWNSHIP,New Jersey,11393
EAST HANOVER,New Jersey,150
FLORHAM PARK,New Jersey,8846
LAKE HOPATCONG,New Jersey,4500
LAKE HOPATCONG,New Jersey,8500
LAKE HOPATCONG,New Jersey,90
SPARTA,New Jersey,198
WAYNE,New Jersey,250
WEST MILFORD,New Jersey,192
BUDD LAKE,New Jersey,267
BUDD LAKE,New Jersey,7887
BUDD LAKE,New Jersey,3600
HACKETTSTOWN,New Jersey,125
BUDD LAKE,New Jersey,597
WAYNE,New Jersey,240
HACKETTSTOWN,New Jersey,80
FLORHAM PARK,New Jersey,40
PARSIPPANY,New Jersey,50400
POMPTON PLAINS,New Jersey,14010
RANDOLPH TWP,New Jersey,0
RANDOLPH TWP,New Jersey,143
RANDOLPH,New Jersey,251
LANDING,New Jersey,5153
LANDING,New Jersey,4478
LANDING,New Jersey,90
RIDGEFIELD,New Jersey,145
NEWTON,New Jersey,75
MOUNT ARLINGTON,New Jersey,6342
BEACHWOOD,New Jersey,10802
TOMS RIVER,New Jersey,60
LAKEWOOD,New Jersey,92
LAKEHURST,New Jersey,126
JACKSON,New Jersey,9263
FORKED RIVER,New Jersey,29000
LAKEWOOD,New Jersey,100
LITTLE EGG HARBOR,New Jersey,24215
OCEAN GATE,New Jersey,3200
MANAHAWKIN,New Jersey,1740
BARNEGAT,New Jersey,6285
NORTH HALEDON,New Jersey,250
GLENWOOD,New Jersey,150
HIGHLAND LAKES,New Jersey,1577
WEST MILFORD,New Jersey,417
WEST MILFORD,New Jersey,165
WEST MILFORD,New Jersey,225
WEST MILFORD,New Jersey,25
MAHWAH,New Jersey,725
KINNELON,New Jersey,40
HANCOCKS BRIDGE,New Jersey,525
WOODBRIDGE,New Jersey,3109
PENNSVILE,New Jersey,13500
DEEPWATER,New Jersey,761
PILESGROVE TWP,New Jersey,40
POMONA,New Jersey,300
ELMER,New Jersey,78
FAR HILLS,New Jersey,94
SOMERSET,New Jersey,355
SOMERSET,New Jersey,60
SOMERSET,New Jersey,355
SOMERSET,New Jersey,30
HILLSBOROUGH,New Jersey,540
WAYNE TWP,New Jersey,70
WEST CALDWELL,New Jersey,125
BRANCHVILLE,New Jersey,1500
STANHOPE,New Jersey,1087
STANHOPE,New Jersey,95
LANDING,New Jersey,62
HAMPTON TWP,New Jersey,2400
HAMILTON,New Jersey,177
MIDDLESEX,New Jersey,226
WARWICK,New Jersey,1325
NEWTON,New Jersey,8300
SPARTA,New Jersey,1618
SPARTA,New Jersey,17628
SPARTA,New Jersey,342
MONTVILLE,New Jersey,316
SPARTA,New Jersey,90
STANHOPE,New Jersey,3730
BUDD LAKE,New Jersey,1200
HIGHLAND LAKES,New Jersey,59
HAMILTON,New Jersey,515
HIGHLAND LAKES,New Jersey,250
HIGHLAND LAKES,New Jersey,53
HIGHLAND LAKES,New Jersey,53
,New Jersey,1455
,New Jersey,1714
EDISON,New Jersey,45
VERNON,New Jersey,5041
VERNON,New Jersey,51
MOORESTOWN,New Jersey,252
HIGHLAND LAKES,New Jersey,80
SUSSEX,New Jersey,380
SUSSEX,New Jersey,83
BOUND BROOK,New Jersey,615430
ALPHA,New Jersey,2530
BLAIRSTOWN,New Jersey,133
MORGANVILLE,New Jersey,34
FLEMINGTON,New Jersey,279
HIGHLAND LAKES,New Jersey,110
WESTLAKE,New Jersey,1070
OXFORD,New Jersey,120
LEBANON,New Jersey,98
CHESTER,New Jersey,310
BELVIDERE,New Jersey,80
PLACITAS,New Mexico,650
BELEN,New Mexico,256
ALBUQUERQUE,New Mexico,89
ANTHONY,New Mexico,1272
CHAMA,New Mexico,1573
PLACITAS,New Mexico,187
PLACITAS,New Mexico,400
ALBUQUERQUE,New Mexico,126
ESPANOLA,New Mexico,12012
LA MADERA,New Mexico,124
ANTHONY,New Mexico,11542
HERNANDEZ,New Mexico,1514
SUNLAND PARK,New Mexico,19466
LOS OJOS,New Mexico,237
VALLECITOS,New Mexico,84
SANTA FE,New Mexico,68
CHAMISAL,New Mexico,550
PENASCO,New Mexico,549
RANCHOS DE TAOS,New Mexico,750
TRES PIEDRAS,New Mexico,350
VADITO,New Mexico,122
BERNALILLO,New Mexico,10948
JEMEZ SPRINGS,New Mexico,1157
LA JARA,New Mexico,458
RIO RANCHO,New Mexico,107350
SAN YSIDRO,New Mexico,198
CABALLO,New Mexico,95
RANCHOS DE TAOS,New Mexico,105
PORTLAND,New Mexico,150
GREEN VALLEY,New Mexico,80
PERALTA,New Mexico,4259
ANTHONY,New Mexico,8691
ALBUQUERQUE,New Mexico,1447
CARRIZOZO,New Mexico,1758
RUIDOSO,New Mexico,19195
TULAROSA,New Mexico,3458
LAS VEGAS,New Mexico,14530
EL PRADO,New Mexico,232
COLUMBUS,New Mexico,2200
SOCORRO,New Mexico,11953
BELEN,New Mexico,8385
BLUEWATER,New Mexico,492
LOS LUNAS,New Mexico,19400
ELIDA,New Mexico,419
FLOYD,New Mexico,122
CHAPARRAL,New Mexico,13083
VELARDE,New Mexico,543
PONDEROSA,New Mexico,567
ALCALDE,New Mexico,927
ALGODONES,New Mexico,411
SANTA FE,New Mexico,7082
LAS CRUCES,New Mexico,451
PLACITAS,New Mexico,126
PLACITAS,New Mexico,592
ALBUQUERQUE,New Mexico,52
SUNSPOT,New Mexico,26
CLOUDCROFT,New Mexico,210
ALBUQUERQUE,New Mexico,22500
ALBUQUERQUE,New Mexico,56
SANTA CRUZ,New Mexico,394
ELEPHANT BUTTE,New Mexico,933
ALBUQUERQUE,New Mexico,60
SAN ANTONIO,New Mexico,1239
ALBUQUERQUE,New Mexico,355
SANTA FE,New Mexico,1500
PLACITAS,New Mexico,290
ALBUQUERQUE,New Mexico,2000
CLIFF,New Mexico,300
BAYARD,New Mexico,77
JEMEZ PUEBLO,New Mexico,350
OJO CALIENTE,New Mexico,200
LOS LUNAS,New Mexico,125
TAOS,New Mexico,390
BELEN,New Mexico,295
ELEPHANT BUTTE,New Mexico,400
RANCHO DE TAOS,New Mexico,65
SANTA FE,New Mexico,40
Ft Defiance,Navajo Nation,8458
Fort Defiance,Navajo Nation,393
Fort Defiance,Navajo Nation,496
Ft Defiance,Navajo Nation,410
Ft Defiance,Navajo Nation,185
Kayenta,Navajo Nation,420
Teec Nos Pos,Navajo Nation,900
Chinle,Navajo Nation,25
St Michaels,Navajo Nation,585
Ft Defiance,Navajo Nation,876
Ft Defiance,Navajo Nation,2014
Ft Defiance,Navajo Nation,342
Kayenta,Navajo Nation,1375
Page,Navajo Nation,25
Ft Defiance,Navajo Nation,14592
Ft Defiance,Navajo Nation,5270
Ft Defiance,Navajo Nation,1173
Ft Defiance,Navajo Nation,1115
Fort Defiance,Navajo Nation,65
Ft Defiance,Navajo Nation,1334
Chinle,Navajo Nation,55
Teec Nos Pos,Navajo Nation,396
Ft Defiance,Navajo Nation,1587
Ft Defiance,Navajo Nation,841
Ft Defiance,Navajo Nation,752
Chinle,Navajo Nation,220
Chinle,Navajo Nation,975
Ft Defiance,Navajo Nation,1905
Ft Defiance,Navajo Nation,982
Shiprock,Navajo Nation,55
Dennehotso,Navajo Nation,300
Kaibeto,Navajo Nation,400
Shonto,Navajo Nation,664
Pinon,Navajo Nation,339
Many Farms,Navajo Nation,1506
Chinle,Navajo Nation,200
Chinle,Navajo Nation,350
Winslow,Navajo Nation,473
Chambers,Navajo Nation,215
Tonalea,Navajo Nation,1007
Ramah,Navajo Nation,165
Ft Defiance,Navajo Nation,376
Ft Defiance,Navajo Nation,797
Ft Defiance,Navajo Nation,1173
Ft Defiance,Navajo Nation,492
Ramah,Navajo Nation,294
Pine Hill,Navajo Nation,215
Magdalena,Navajo Nation,785
Magdalena,Navajo Nation,210
Canoncito,Navajo Nation,1320
Ft Defiance,Navajo Nation,2066
Ft Defiance,Navajo Nation,763
Tohatchi,Navajo Nation,240
Magdalena,Navajo Nation,28
Gallup,Navajo Nation,26
Ft Defiance,Navajo Nation,715
Ft Defiance,Navajo Nation,903
Ft Defiance,Navajo Nation,739
Ft Defiance,Navajo Nation,862
Ft Defiance,Navajo Nation,3950
Ft Defiance,Navajo Nation,1108
Ft Defiance,Navajo Nation,462
Ft Defiance,Navajo Nation,133
Ft Defiance,Navajo Nation,352
Ft Defiance,Navajo Nation,1953
Ft Defiance,Navajo Nation,1142
Shiprock,Navajo Nation,120
Crownpoint,Navajo Nation,1024
Ft Defiance,Navajo Nation,1481
Monument Valley,Navajo Nation,303
Monument Valley,Navajo Nation,300
Blanding,Navajo Nation,700
Ft Defiance,Navajo Nation,1023
Ft Defiance,Navajo Nation,424
Monument Valley,Navajo Nation,275
Ft Defiance,Navajo Nation,301
Ft Defiance,Navajo Nation,294
Ft Defiance,Navajo Nation,58
ALAMO,Nevada,900
BATTLE MOUNTAIN,Nevada,350
BEATTY,Nevada,1024
CARSON CITY,Nevada,59000
CARSON CITY,Nevada,60
RENO,Nevada,328
ELKO,Nevada,100
GERLACH,Nevada,350
EUREKA,Nevada,340
EUREKA,Nevada,450
FALLON,Nevada,9184
FALLON,Nevada,90
PASADENA,Nevada,250
FERNLEY,Nevada,23064
GARDNERVILLE,Nevada,11300
GARDNERVILLE,Nevada,40
GERLACH,Nevada,180
GOLDFIELD,Nevada,350
HAWTHORNE,Nevada,280
JACKPOT,Nevada,1240
LAS VEGAS,Nevada,108
LAS VEGAS,Nevada,66
LAS VEGAS,Nevada,60
OVERTON,Nevada,8500
WINNEMUCCA,Nevada,200
MCGILL,Nevada,470
PAHRUMP,Nevada,40
MESQUITE,Nevada,26000
MINDEN,Nevada,3500
PANACA,Nevada,900
PIOCHE,Nevada,700
PIOCHE,Nevada,60
RENO,Nevada,510
ROUND MOUNTAIN,Nevada,250
SILVER SPRINGS,Nevada,3070
STAGECOACH,Nevada,1628
WELLINGTON,Nevada,1545
YERINGTON,Nevada,5050
ZEPHYR COVE,Nevada,1200
ZEPHYR COVE,Nevada,325
FALLON,Nevada,300
SLOAN,Nevada,60
FALLON,Nevada,3000
CARSON CITY,Nevada,5962
GLENBROOK,Nevada,1000
HAWTHORNE,Nevada,300
HENDERSON,Nevada,50
NORTH LAS VEGAS,Nevada,100
TONOPAH,Nevada,40
RENO,Nevada,40
RENO,Nevada,60
RENO,Nevada,54
AMARGOSA VALLEY,Nevada,185
HAWTHORNE,Nevada,85
FT WAYNE,Nevada,50
MCCARRAN,Nevada,13361
ELKO,Nevada,351
ELY,Nevada,140
SPRING CREEK,Nevada,110
LAS VEGAS,Nevada,136
LAS VEGAS,Nevada,7000
LAS VEGAS,Nevada,25
BEATTY,Nevada,90
RENO,Nevada,38
PAHRUMP,Nevada,224
MINA,Nevada,65
AMARGOSA VALLEY,Nevada,248
RENO,Nevada,188
FALLON,Nevada,75
CARSON CITY,Nevada,180
JARBIDGE,Nevada,200
WESTLAKE,Nevada,1051
WINNEMUCCA,Nevada,35
YERINGTON,Nevada,255
PAHRUMP,Nevada,200
SPARKS,Nevada,50
MINDEN,Nevada,6152
RENO,Nevada,90
HENDERSON,Nevada,54
LAS VEGAS,Nevada,54
CRESCENT VALLEY,Nevada,83
LAS VEGAS,Nevada,50
HENDERSON,Nevada,3025
ELKO,Nevada,300
ELKO,Nevada,125
PAHRUMP,Nevada,70
FALLON,Nevada,105
BLUFFDALE,Nevada,46
RENO,Nevada,120
CARSON CITY,Nevada,160
RENO,Nevada,175
RENO,Nevada,41
LAS VEGAS,Nevada,150
SPRING CREEK,Nevada,3637
LAS VEGAS,Nevada,240
GOLCONDA,Nevada,60
PAHRUMP,Nevada,36
PAHRUMP,Nevada,33
SPARKS,Nevada,1310
GOLCONDA,Nevada,600
SCHENECTADY,New York,55
KNOX,New York,60
EAST BERNE,New York,30
BERNE,New York,650
GREENVILLE,New York,30
WESTERLO,New York,220
CASTLETON-ON-HUDSON,New York,25
ALFRED,New York,1300
ANDOVER,New York,1130
BELFAST,New York,850
BELMONT,New York,2400
CANASERAGA,New York,900
CANEADEA,New York,2000
BOLIVAR,New York,1640
NEPTUNE,New York,54
HILTON,New York,200
BELFAST,New York,40
BELMONT,New York,30
FAIRPORT,New York,55
FRIENDSHIP,New York,180
BOLIVAR,New York,52
GOODLETTSVILLE,New York,25
JOHNSON CITY,New York,16578
HARPURSVILLE,New York,992
VESTAL,New York,60
PORT CRANE,New York,187
TUCKAHOE,New York,125
TUCKAHOE,New York,170
PORT CRANE,New York,110
BAINBRIDGE,New York,72
BINGHAMTON,New York,45
VESTAL,New York,100
ADVANCE,New York,225
CASTLE CREEK,New York,122
APALACHIN,New York,50
PORT CRANE,New York,140
BINGHAMTON,New York,100
BINGHAMTON,New York,300
FRANKLINVILLE,New York,1760
LITTLE VALLEY,New York,1188
OTTO,New York,24
PORTVILLE,New York,1040
SALAMANCA,New York,5815
EAST BRUNSWICK,New York,28
YORKSHIRE,New York,550
BRADFORD,New York,37
PERRYSBURG,New York,584
OLEAN,New York,42
ORCHARD PARK,New York,100
OLEAN,New York,25
AURORA,New York,400
PORT BYRON,New York,45
AURORA,New York,290
FREDONIA,New York,10400
SINCLAIRVILLE,New York,772
MAYVILLE,New York,45
NICHOLASVILLE,New York,25
STOCKTON,New York,40
CLYMER,New York,500
VICTOR,New York,75
MAYVILLE,New York,125
BIG FLATS,New York,266
HORSEHEADS,New York,15000
GOODLETTSVILLE,New York,25
NORWICH,New York,56
SHERBURNE,New York,112
GUILFORD,New York,350
NEW BERLIN,New York,1500
OXFORD,New York,40
ELLENBURG DEPOT,New York,750
PERU,New York,2700
PLATTSBURGH,New York,1300
ELLENBURG DEPOT,New York,1154
WEST CHAZY,New York,108
KEESEVILLE,New York,46
SARANAC,New York,50
MOOERS FORKS,New York,120
COPAKE,New York,950
HUDSON,New York,3100
HUDSON,New York,150
HUDSON,New York,120
NASSAU,New York,50
VALATIE,New York,36
GERMANTOWN,New York,25
LIVINGSTON,New York,114
THOMASTON,New York,40
WEST LEBANON,New York,69
NEW YORK,New York,55
GHENT,New York,350
VALATIE,New York,78
VALATIE,New York,46
NEW ROCHELLE,New York,35
TARRYTOWN,New York,230
GERMANTOWN,New York,264
PORTLAND,New York,25
GOODLETTSVILLE,New York,25
HUDSON,New York,164
ITHACA,New York,122
MIDDLETOWN,New York,253
PITTSFIELD,New York,355
KILLAWOG,New York,250
HOMER,New York,30
MARGARETVILLE,New York,400
DOWNSVILLE,New York,150
DOWNSVILLE,New York,617
HANCOCK,New York,133
FISHS EDDY,New York,150
FLEISCHMANNS,New York,352
FRANKLIN,New York,481
MARGARETVILLE,New York,48
HANCOCK,New York,1182
ROXBURY,New York,600
WALTON,New York,3010
DELHI,New York,144
DELHI,New York,61
UNADILLA,New York,49
WALTON,New York,165
WAPPINGERS FALLS,New York,115
WAPPINGERS FALLS,New York,100
CARMEL,New York,24
STAMFORD,New York,100
SKOKIE,New York,100
BREWSTER,New York,800
HOPEWELL JCTN,New York,1200
LAGRANGEVILLE,New York,160
POUGHKEEPSIE,New York,1050
POUGHKEEPSIE,New York,6928
HOPEWELL JCTN,New York,275
HYDE PARK,New York,450
POUGHKEEPSIE,New York,70
PLEASANTVILLE,New York,50
POUGHKEEPSIE,New York,504
MONSEY,New York,150
,New York,200
WAPPINGERS FALLS,New York,185
HUDSON,New York,37
WAPPINGERS FALLS,New York,100
PAWLING,New York,200
AMENIA,New York,800
MILLBROOK,New York,194
MILLBROOK,New York,350
WINGDALE,New York,79
HYDE PARK,New York,350
BROOKLYN,New York,100
MOUNT VERNON,New York,614
CARMEL,New York,80
MILLBROOK,New York,200
WAPPINGERS FALLS,New York,77
ANCRAMDALE,New York,118
FISHKILL,New York,200
RED HOOK,New York,321
ELMSFORD,New York,300
POUGHKEEPSIE,New York,400
RHINEBECK,New York,35
NEW YORK,New York,30
AMENIA,New York,55
WAPPINGERS FALLS,New York,600
HOPEWELL JUNCTION,New York,200
AMENIA,New York,70
HOPEWELL JCTN,New York,900
LAGRANGEVILLE,New York,980
HOPEWELL JCTN,New York,64
HOPEWELL JUNCTION,New York,400
HOPEWELL JUNCTION,New York,100
WAPPINGERS FALLS,New York,97
BREWSTER,New York,35
POUGHKEEPSIE,New York,72
LAGRANGEVILLE,New York,1180
POUGHKEEPSIE,New York,58
EAST FISHKILL,New York,64
PLEASANT VALLEY,New York,40
POUGHKEEPSIE,New York,35
WAPPINGER FALLS,New York,56
COLLINS,New York,95
SPRINGVILLE,New York,4266
EAST AURORA,New York,90
COLDEN,New York,40
ESSEX,New York,350
KEESEVILLE,New York,2300
PORT HENRY,New York,1831
AUSABLE FORKS,New York,234
NEWCOMB,New York,250
RAY BROOK,New York,2400
SCHROON LAKE,New York,50
CHATEAUGAY,New York,1100
BRUSHTON,New York,900
MOIRA,New York,160
MOIRA,New York,100
JOHNSTOWN,New York,8154
GUILDERLAND,New York,78
SADDLE RIVER,New York,17
SELKIRK,New York,46
BROADALBIN,New York,720
ST. JOHNSVILLE,New York,500
CAROGA LAKE,New York,180
MIDDLE GROVE,New York,20
MIDLAND PARK,New York,20
SELKIRK,New York,66
STAMFORD,New York,126
AMSTERDAM,New York,40
AMSTERDAM,New York,145
BALLSTON SPA,New York,48
HENSONVILLE,New York,490
TANNERSVILLE,New York,629
KINGSTON,New York,85
WAPPINGERS FALLS,New York,424
CAIRO,New York,701
WAPPINGERS FALLS,New York,201
CAIRO,New York,71
WINDHAM,New York,166
WINDHAM,New York,456
LONG LAKE,New York,800
LONG LAKE,New York,90
INDIAN LAKE,New York,400
PISECO,New York,25
FORT PLAIN,New York,23
SAUQUOIT,New York,77
DOLGEVILLE,New York,2166
FRANKFORT,New York,2995
HERKIMER,New York,7606
MIDDLEVILLE,New York,512
NEWPORT,New York,740
OLD FORGE,New York,1766
POLAND,New York,508
VAN HORNESVILLE,New York,72
NEWPORT,New York,900
UTICA,New York,150
STAMFORD,New York,100
WEST WINFIELD,New York,130
SYRACUSE,New York,2780
OLD FORGE,New York,50
LYONS FALLS,New York,25
,New York,8000
MOUNT MORRIS,New York,3500
ORISKANY,New York,49
CAZENOVIA,New York,75
FORT PLAIN,New York,2250
FULTONVILLE,New York,740
ST. JOHNSVILLE,New York,1700
WAPPINGER FALLS,New York,81
WAPPINGER FALLS,New York,50
GUILDERLAND,New York,80
GUILDERLAND,New York,150
BROOKLYN,New York,100
AMSTERDAM,New York,200
AMSTERDAM,New York,330
FULTONVILLE,New York,70
SPRAKERS,New York,75
AMSTERDAM,New York,25
HAGAMAN,New York,50
WATERTOWN,New York,240
SAUQUOIT,New York,2700
CLAYVILLE,New York,445
SKANEATELES,New York,58
SYRACUSE,New York,78
LAFAYETTE,New York,200
NAPLES,New York,1250
CANANDAIGUA,New York,318
STONY POINT,New York,215
POUGHKEEPSIE,New York,250
WALDEN,New York,34
ROCK TAVERN,New York,169
POUGHKEEPSIE,New York,111
CHESTER,New York,3448
CORNWALL-ON-HUDSON,New York,9700
HIGHLAND FALLS,New York,4101
MAYBROOK,New York,3500
MONROE,New York,9753
MONROE,New York,120
MONROE,New York,196
NEWBURGH,New York,29000
PORT JERVIS,New York,9000
GOSHEN,New York,180
UNIONVILLE,New York,615
CENTRAL VALLEY,New York,10845
NEWBURGH,New York,22282
MIDDLETOWN,New York,184
SLATE HILL,New York,118
BLOOMING GROVE,New York,300
BLOOMING GROVE,New York,208
WASHINGTONVILLE,New York,488
ROCK TAVERN,New York,121
SLOATSBURG,New York,312
BLOOMING GROVE,New York,131
BLOOMING GROVE,New York,550
SLATE HILL,New York,250
MONROE,New York,46477
MONROE,New York,128
WARWICK,New York,1147
GOSHEN,New York,850
CAMPBELL HALL,New York,259
MONTGOMERY,New York,215
BLOOMING GROVE,New York,60
BLOOMING GROVE,New York,3400
POUGHKEEPSIE,New York,290
MONROE,New York,25
SLATE HILL,New York,525
ABINGTON,New York,25
GOSHEN,New York,180
OTISVILLE,New York,1225
ELMWOOD PARK,New York,25
ORANGEBURG,New York,1144
PATTERSON,New York,150
MONROE,New York,350
PORT JERVIS,New York,210
NEW CITY,New York,96
WARWICK,New York,87
MOUNTAINVILLE,New York,75
GOSHEN,New York,30
NEW WINDSOR,New York,25
SLATE HILL,New York,500
HARRIMAN,New York,50
HOLLEY,New York,2150
NORTH CHILI,New York,120
ORWELL,New York,150
MEXICO,New York,80
FULTON,New York,275
NORTH SYRACUSE,New York,25
GOODLETSVILLE,New York,25
SYRACUSE,New York,25
EDMESTON,New York,890
HARTWICK,New York,416
UNADILLA,New York,1128
ONEONTA,New York,106
ONEONTA,New York,145
LAURENS,New York,49
EDMESTON,New York,165
COOPERSTOWN,New York,72
COOPERSTOWN,New York,75
CHERRY VALLEY,New York,576
PORTLAND,New York,295
ONEONTA,New York,65
YORKTOWN,New York,150
SIDNEY,New York,44
COOPERSTOWN,New York,40
ONEONTA,New York,90
MAHOPAC,New York,25
MAHOPAC,New York,25
MAHOPAC,New York,5000
COLD SPRING,New York,2666
SOUTH SALEM,New York,25
CARMEL,New York,300
GARRISON,New York,53
CARMEL,New York,45
COLD SPRING,New York,25
HOOSICK FALLS,New York,50
GUILDERLAND,New York,120
TROY,New York,40
TROY,New York,250
SCHAGHTICOKE,New York,300
WEST NYACK,New York,270000
BEAR MOUNTAIN,New York,3564
NORFOLK,New York,2300
STAR LAKE,New York,1250
CANTON,New York,82
WATERTOWN,New York,150
WANAKENA,New York,100
RENSSELAER FALLS,New York,30
SOUTH COLTON,New York,34
BALLSTON SPA,New York,6541
SOUTH GLENS FALLS,New York,3900
STILLWATER,New York,1600
SARATOGA SPRINGS,New York,4000
COHOES,New York,35
BALLSTON SPA,New York,60
ROCK CITY FALLS,New York,52
BALLSTON SPA,New York,125
ORLANDO,New York,335
CLIFTON PARK,New York,90
QUEENSBURY,New York,118
BALLSTON SPA,New York,98
SARATOGA SPRINGS,New York,80
GREENFIELD CENTER,New York,75
GALWAY,New York,1300
BALLSTON SPA,New York,450
ROCHESTER,New York,69
ROCK CITY FALLS,New York,800
BALLSTON SPA,New York,19
BALLSTON SPA,New York,200
DUANESBURG,New York,50
BROOKLYN,New York,64
BROOKLYN,New York,42
GUILDERLAND,New York,115
HOWES CAVE,New York,80
MT FREEDOM,New York,111
NEPTUNE CITY,New York,28
ODESSA,New York,810
WATKINS GLEN,New York,130
CAYUTA,New York,120
OVID,New York,990
NEWARK,New York,35
NORTH CHILI,New York,40
ELMIRA,New York,38
PAINTED POST,New York,68
NORTH CHILI,New York,220
WAYLAND,New York,35
ARKPORT,New York,835
HORNELL,New York,9870
CORNING,New York,1400
TROUPSBURG,New York,206
ADDISON,New York,160
HOLLAND,New York,41
PAINTED POST,New York,285
ROARING BROOK TWP,New York,58
BATH,New York,317
PENN YANN,New York,25
CAMPBELL,New York,280
HUNTINGTON,New York,34522
OCEAN BEACH,New York,4500
CALVERTON,New York,100
OAK BROOK,New York,400
MONROE,New York,66
MONGAUP VALLEY,New York,177
HORTONVILLE,New York,850
LIBERTY,New York,3900
FREMONT CENTER,New York,99
LIBERTY,New York,200
MONTICELLO,New York,800
MONTICELLO,New York,2400
LIBERTY,New York,480
MONTICELLO,New York,720
LIBERTY,New York,1200
LAKEWOOD,New York,70
BARRYVILLE,New York,75
HARRIS,New York,600
JEFFERSONVILLE,New York,120
JEFFERSONVILLE,New York,42
HARRIS,New York,100
LIBERTY,New York,25
ROCK HILL,New York,70
OWEGO,New York,69
NEWARK VALLEY,New York,80
VESTAL,New York,150
LAFAYETTE,New York,240
BROOKLYN,New York,130
SPENCER,New York,700
OWEGO,New York,613
APALACHIN,New York,450
OWEGO,New York,60
NEWARK VALLEY,New York,550
SPENCER,New York,105
DRYDEN,New York,2000
HIGHLAND,New York,112
NEW SMYRNA BEACH,New York,120
BROOKLYN,New York,60
STAMFORD,New York,180
DELANSON,New York,150
ROSENDALE,New York,51
WEST HURLEY,New York,135
WURTSBORO,New York,96
WEST PARK,New York,50
ROSENDALE,New York,115
ACCORD,New York,321
HIGHLAND,New York,689
WEST HURLEY,New York,25
COTTEKILL,New York,70
ACCORD,New York,777
ACCORD,New York,622
WALLKILL,New York,550
BOICEVILLE,New York,1300
STONE RIDGE,New York,997
ELLENVILLE,New York,4300
ELLENVILLE,New York,495
COTTEKILL,New York,2200
TILLSON,New York,382
